<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
EURJPY,20020425,00:00:00,115.6400,115.1000,115.6900,115.5100
EURJPY,20020426,00:00:00,115.5200,114.8100,115.6900,115.2600
EURJPY,20020429,00:00:00,115.2900,115.1200,115.7600,115.6000
EURJPY,20020430,00:00:00,115.6000,115.4700,115.8800,115.7200
EURJPY,20020501,00:00:00,115.7300,115.3100,115.8300,115.4600
EURJPY,20020502,00:00:00,115.4500,115.1100,115.8200,115.4600
EURJPY,20020503,00:00:00,115.4600,115.3900,116.4800,116.4300
EURJPY,20020506,00:00:00,116.3700,116.1500,116.8000,116.7100
EURJPY,20020507,00:00:00,116.7100,116.4200,117.2400,117.0700
EURJPY,20020508,00:00:00,117.0800,116.2100,117.1900,116.5800
EURJPY,20020509,00:00:00,116.5900,116.2100,116.7600,116.5900
EURJPY,20020510,00:00:00,116.5800,116.4800,117.4700,116.5600
EURJPY,20020513,00:00:00,116.5900,116.0500,116.7300,116.4800
EURJPY,20020514,00:00:00,116.4900,115.9000,116.6800,116.0500
EURJPY,20020515,00:00:00,116.0400,115.4800,116.4500,116.4100
EURJPY,20020516,00:00:00,116.4000,116.1600,116.9100,116.7300
EURJPY,20020517,00:00:00,116.7200,115.3500,116.7600,115.9500
EURJPY,20020520,00:00:00,115.9600,115.3400,116.1100,115.3800
EURJPY,20020521,00:00:00,115.3900,113.6900,115.7700,114.1300
EURJPY,20020522,00:00:00,114.1200,113.4400,115.5600,115.0300
EURJPY,20020523,00:00:00,115.0400,114.6700,115.5100,115.2300
EURJPY,20020524,00:00:00,115.2400,114.7000,115.2600,114.8300
EURJPY,20020527,00:00:00,114.8400,114.7100,115.0400,114.9600
EURJPY,20020528,00:00:00,114.9500,114.7900,115.7800,115.6200
EURJPY,20020529,00:00:00,115.6300,115.4600,116.4600,116.2200
EURJPY,20020530,00:00:00,116.2100,115.2200,116.4700,115.5000
EURJPY,20020531,00:00:00,115.4900,115.3700,116.6000,115.8800
EURJPY,20020603,00:00:00,115.8900,115.5300,116.4000,116.2900
EURJPY,20020604,00:00:00,116.3000,116.1500,117.1200,116.5900
EURJPY,20020605,00:00:00,116.5800,116.2900,117.0200,116.4300
EURJPY,20020606,00:00:00,116.4200,116.4200,117.6100,117.5000
EURJPY,20020607,00:00:00,117.5100,117.3000,117.9700,117.4100
EURJPY,20020610,00:00:00,117.3400,117.1700,117.9400,117.7300
EURJPY,20020611,00:00:00,117.7200,117.4700,118.8400,118.8200
EURJPY,20020612,00:00:00,118.8100,118.4800,119.2600,118.5500
EURJPY,20020613,00:00:00,118.5600,117.6700,118.7900,117.8000
EURJPY,20020614,00:00:00,117.8000,117.2600,118.0700,117.3400
EURJPY,20020617,00:00:00,117.3600,117.0300,117.5500,117.3900
EURJPY,20020618,00:00:00,117.3800,117.3100,118.3800,118.3600
EURJPY,20020619,00:00:00,118.3700,118.2800,118.7400,118.6200
EURJPY,20020620,00:00:00,118.6100,118.4800,119.1900,119.0900
EURJPY,20020621,00:00:00,119.1000,117.3100,119.4000,117.6800
EURJPY,20020624,00:00:00,118.0700,117.6500,118.9800,118.0300
EURJPY,20020625,00:00:00,118.0300,117.7300,118.8700,118.8200
EURJPY,20020626,00:00:00,118.8100,117.5200,119.4800,117.9700
EURJPY,20020627,00:00:00,117.9800,117.6600,118.3600,118.2900
EURJPY,20020628,00:00:00,118.2800,117.8900,118.9900,118.5300
EURJPY,20020701,00:00:00,118.6600,118.4000,118.9700,118.7000
EURJPY,20020702,00:00:00,118.7100,117.8300,118.7800,118.2200
EURJPY,20020703,00:00:00,118.2200,117.3000,118.2200,117.4100
EURJPY,20020704,00:00:00,117.4200,117.1000,117.7300,117.5500
EURJPY,20020705,00:00:00,117.5500,116.7000,117.5600,117.1300
EURJPY,20020708,00:00:00,116.9500,116.6600,117.4700,117.4000
EURJPY,20020709,00:00:00,117.3900,116.8900,117.5400,117.2600
EURJPY,20020710,00:00:00,117.2700,116.2200,117.4800,116.4100
EURJPY,20020711,00:00:00,116.4000,115.2400,116.7200,115.7400
EURJPY,20020712,00:00:00,115.7500,115.1500,115.8600,115.7700
EURJPY,20020715,00:00:00,116.0100,115.4400,117.0700,116.6400
EURJPY,20020716,00:00:00,116.6500,116.5800,117.4700,117.2200
EURJPY,20020717,00:00:00,117.2300,116.9400,117.5700,117.1200
EURJPY,20020718,00:00:00,117.1200,117.0200,117.9000,117.7900
EURJPY,20020719,00:00:00,117.8000,117.2100,118.0900,117.3200
EURJPY,20020722,00:00:00,117.2100,116.9800,117.7300,117.1600
EURJPY,20020723,00:00:00,117.1500,115.9100,117.2100,116.2600
EURJPY,20020724,00:00:00,116.2500,115.3000,116.4300,116.0700
EURJPY,20020725,00:00:00,116.0800,115.8200,117.1200,116.9500
EURJPY,20020726,00:00:00,116.9400,116.9300,117.7900,117.3400
EURJPY,20020729,00:00:00,117.3600,116.9800,117.7400,117.4000
EURJPY,20020730,00:00:00,117.4100,117.1800,118.6000,118.2100
EURJPY,20020731,00:00:00,118.2200,116.9600,118.3900,117.0300
EURJPY,20020801,00:00:00,117.0200,116.6500,117.5200,117.3100
EURJPY,20020802,00:00:00,117.3200,117.2600,117.7800,117.3800
EURJPY,20020805,00:00:00,117.2300,116.8800,117.5800,117.3100
EURJPY,20020806,00:00:00,117.3200,116.5800,117.3700,116.7400
EURJPY,20020807,00:00:00,116.7300,116.5500,117.2900,117.1400
EURJPY,20020808,00:00:00,117.1500,116.6400,117.3500,116.9900
EURJPY,20020809,00:00:00,116.9800,116.3300,117.7300,116.5200
EURJPY,20020812,00:00:00,116.5500,116.0900,116.9800,116.4300
EURJPY,20020813,00:00:00,116.4400,116.0700,116.7900,116.4000
EURJPY,20020814,00:00:00,116.4000,114.5900,116.5400,114.7500
EURJPY,20020815,00:00:00,114.7600,114.2200,115.3400,115.2800
EURJPY,20020816,00:00:00,115.2900,114.9700,115.9400,115.9400
EURJPY,20020819,00:00:00,115.7700,115.5500,116.4900,115.8400
EURJPY,20020820,00:00:00,115.8400,115.7100,116.4800,116.2300
EURJPY,20020821,00:00:00,116.2400,115.6400,116.3000,116.1400
EURJPY,20020822,00:00:00,116.1400,115.9600,116.6700,116.1100
EURJPY,20020823,00:00:00,116.1200,116.0500,116.4400,116.3800
EURJPY,20020826,00:00:00,116.3300,116.0300,116.3900,116.3200
EURJPY,20020827,00:00:00,116.3300,115.4000,116.4300,116.1900
EURJPY,20020828,00:00:00,116.2000,115.8500,116.4000,116.3900
EURJPY,20020829,00:00:00,116.3800,115.8200,116.4400,116.3600
