<TICKER>,<DATE>,<TIME>,<OPEN>,<LOW>,<HIGH>,<CLOSE>
GBPJPY,20061016,00:00:00,222.0000,221.3800,222.1800,221.6300
GBPJPY,20061017,00:00:00,221.6400,221.2200,222.5300,221.6800
GBPJPY,20061018,00:00:00,221.7100,221.4700,222.5400,222.0100
GBPJPY,20061019,00:00:00,222.0100,221.3500,222.2800,221.9000
GBPJPY,20061020,00:00:00,221.9100,221.9000,223.7500,223.5000
GBPJPY,20061023,00:00:00,223.5300,223.0000,223.6300,223.4700
GBPJPY,20061024,00:00:00,223.4700,223.1600,223.7600,223.5900
GBPJPY,20061025,00:00:00,223.6000,223.2600,223.7500,223.4600
GBPJPY,20061026,00:00:00,223.4700,223.3100,224.0500,223.7400
GBPJPY,20061027,00:00:00,223.7500,222.5500,224.3200,222.9900
GBPJPY,20061030,00:00:00,222.8600,222.4300,223.4800,223.1700
GBPJPY,20061031,00:00:00,223.1800,222.5400,224.0000,222.9600
GBPJPY,20061101,00:00:00,222.9700,222.7100,223.6000,223.5400
GBPJPY,20061102,00:00:00,223.5500,222.6300,223.7100,223.5700
GBPJPY,20061103,00:00:00,223.5700,223.1800,224.5200,224.2800
GBPJPY,20061106,00:00:00,224.3800,224.0400,224.6500,224.4900
GBPJPY,20061107,00:00:00,224.4800,223.9800,224.6000,224.3000
GBPJPY,20061108,00:00:00,224.2900,223.9200,224.5500,224.3700
GBPJPY,20061109,00:00:00,224.3800,224.3500,225.2500,224.6100
GBPJPY,20061110,00:00:00,224.6200,224.2400,225.0100,224.6700
GBPJPY,20061113,00:00:00,224.6100,224.2200,224.7600,224.5600
GBPJPY,20061114,00:00:00,224.5600,222.6100,224.5700,222.9200
GBPJPY,20061115,00:00:00,222.9200,222.4800,223.4400,222.7600
GBPJPY,20061116,00:00:00,222.7700,222.5100,223.3700,223.1800
GBPJPY,20061117,00:00:00,223.1800,222.7100,223.3400,223.0400
GBPJPY,20061120,00:00:00,223.2000,223.1300,224.1700,223.9900
GBPJPY,20061121,00:00:00,223.9800,223.6900,224.2300,223.8200
GBPJPY,20061122,00:00:00,223.8300,222.9800,223.9600,223.4500
GBPJPY,20061123,00:00:00,223.4500,222.3400,223.5500,222.7600
GBPJPY,20061124,00:00:00,222.7600,222.5700,223.9100,223.6500
GBPJPY,20061127,00:00:00,223.9000,223.7600,225.0100,224.9200
GBPJPY,20061128,00:00:00,224.9300,224.7300,226.8400,226.7700
GBPJPY,20061129,00:00:00,226.7700,225.7100,227.1200,226.4800
GBPJPY,20061130,00:00:00,226.4800,226.1600,227.7800,227.4800
GBPJPY,20061201,00:00:00,227.4700,227.1400,228.9700,228.5700
GBPJPY,20061204,00:00:00,228.2300,228.0200,228.9600,228.3900
GBPJPY,20061205,00:00:00,228.4000,226.2900,228.5400,226.7600
GBPJPY,20061206,00:00:00,226.7600,225.6800,226.8400,226.6500
GBPJPY,20061207,00:00:00,226.6500,225.8600,226.7600,226.1900
GBPJPY,20061208,00:00:00,226.2000,225.9200,227.7400,227.2100
GBPJPY,20061211,00:00:00,227.2300,226.9500,229.0500,228.7800
GBPJPY,20061212,00:00:00,228.7900,228.7400,230.3000,230.0200
GBPJPY,20061213,00:00:00,230.0100,229.8900,231.2900,231.0200
GBPJPY,20061214,00:00:00,231.0200,230.6600,231.3800,230.9300
GBPJPY,20061215,00:00:00,230.9400,229.3700,231.7500,230.3900
GBPJPY,20061218,00:00:00,230.3600,229.4000,230.8700,230.0500
GBPJPY,20061219,00:00:00,230.0300,229.6800,232.6500,232.5000
GBPJPY,20061220,00:00:00,232.4900,232.3900,233.2100,232.6300
GBPJPY,20061221,00:00:00,232.6200,231.5700,233.0100,232.1500
GBPJPY,20061222,00:00:00,232.1500,232.0000,232.9700,232.7600
GBPJPY,20061225,00:00:00,232.5700,232.5300,232.8500,232.7200
GBPJPY,20061226,00:00:00,232.7200,232.5600,233.0900,232.7900
GBPJPY,20061227,00:00:00,232.8000,231.5600,232.9400,232.3100
GBPJPY,20061228,00:00:00,232.3200,232.1600,233.6100,233.3800
GBPJPY,20061229,00:00:00,233.3700,232.9000,233.8500,232.9900
GBPJPY,20070101,00:00:00,233.1900,233.1800,233.4700,233.3800
GBPJPY,20070102,00:00:00,233.3900,232.9600,234.5400,234.4600
GBPJPY,20070103,00:00:00,234.4600,232.6600,234.8000,232.9100
GBPJPY,20070104,00:00:00,232.9100,231.0900,233.1100,231.1500
GBPJPY,20070105,00:00:00,231.1600,228.6000,231.1600,229.0000
GBPJPY,20070108,00:00:00,229.0800,228.0400,230.3800,230.3400
GBPJPY,20070109,00:00:00,230.3500,230.1800,231.8600,231.4700
GBPJPY,20070110,00:00:00,231.4700,230.7300,231.7300,231.1400
GBPJPY,20070111,00:00:00,231.1400,230.8400,234.8200,234.1500
GBPJPY,20070112,00:00:00,234.1600,233.9000,235.9000,235.7100
GBPJPY,20070115,00:00:00,235.7900,234.9600,236.9700,236.6000
GBPJPY,20070116,00:00:00,236.6000,236.3100,237.2500,236.5600
GBPJPY,20070117,00:00:00,236.5600,236.5500,237.8600,237.6400
GBPJPY,20070118,00:00:00,237.6300,237.4200,240.0200,239.2500
GBPJPY,20070119,00:00:00,239.2500,238.9700,239.7900,239.2300
GBPJPY,20070122,00:00:00,239.2900,239.2100,240.5700,240.3400
GBPJPY,20070123,00:00:00,240.3300,240.3300,241.4600,241.0900
GBPJPY,20070124,00:00:00,241.0900,237.4600,241.3500,238.2900
GBPJPY,20070125,00:00:00,238.2800,236.3500,238.5400,238.0700
GBPJPY,20070126,00:00:00,238.0800,237.5300,239.1600,238.1900
GBPJPY,20070129,00:00:00,238.2000,238.0700,239.1300,238.6600
GBPJPY,20070130,00:00:00,238.6700,238.2800,240.0000,238.8500
GBPJPY,20070131,00:00:00,238.8400,236.3700,238.8900,237.3400
GBPJPY,20070201,00:00:00,237.3500,236.5400,237.7300,237.5600
GBPJPY,20070202,00:00:00,237.5700,237.2800,238.7600,238.0500
GBPJPY,20070205,00:00:00,238.1300,235.4700,238.1300,235.7800
GBPJPY,20070206,00:00:00,235.7700,235.3600,237.2700,236.6200
GBPJPY,20070207,00:00:00,236.6200,236.4100,238.0000,237.6000
GBPJPY,20070208,00:00:00,237.6000,236.9300,238.8500,237.2100
GBPJPY,20070209,00:00:00,237.2200,236.2200,237.8200,237.2800
GBPJPY,20070212,00:00:00,238.1500,236.6300,238.4800,237.1100
