ticker,date,time,open,low,high,close
CHFJPY,20010103,00:00:00,71.5500,69.5400,71.9400,69.6400
CHFJPY,20010104,00:00:00,69.6500,69.6400,72.1300,72.1100
CHFJPY,20010105,00:00:00,72.1200,72.1100,73.1500,72.9100
CHFJPY,20010108,00:00:00,72.9300,71.9100,72.9700,72.1900
CHFJPY,20010109,00:00:00,72.1900,71.3500,72.4400,72.3900
CHFJPY,20010110,00:00:00,72.3800,71.3800,72.5500,71.4000
CHFJPY,20010111,00:00:00,71.4000,71.3900,73.1900,73.0800
CHFJPY,20010112,00:00:00,73.0900,72.4300,73.5200,73.1600
CHFJPY,20010115,00:00:00,73.1900,72.4400,73.4800,72.7700
CHFJPY,20010116,00:00:00,72.7700,71.4600,72.8600,72.1500
CHFJPY,20010117,00:00:00,72.1400,71.0200,72.4200,72.3800
CHFJPY,20010118,00:00:00,72.3800,72.3500,73.3400,72.8500
CHFJPY,20010119,00:00:00,72.8500,71.4100,73.2700,71.6000
CHFJPY,20010122,00:00:00,71.4800,70.4500,71.5600,71.4200
CHFJPY,20010123,00:00:00,71.4200,71.1300,72.2500,71.1600
CHFJPY,20010124,00:00:00,71.1600,70.9500,71.8900,71.2000
CHFJPY,20010125,00:00:00,71.2000,70.0000,71.2100,70.6900
CHFJPY,20010126,00:00:00,70.6900,70.2500,71.0900,71.0300
CHFJPY,20010129,00:00:00,71.0400,70.1800,71.1900,70.4200
CHFJPY,20010130,00:00:00,70.4200,70.0700,70.8900,70.3500
CHFJPY,20010131,00:00:00,70.3500,70.2200,71.3200,71.3200
CHFJPY,20010201,00:00:00,71.3200,70.5900,71.5800,70.7700
CHFJPY,20010202,00:00:00,70.7500,69.9800,70.8200,70.2900
CHFJPY,20010205,00:00:00,70.3200,69.9000,70.8500,70.0000
CHFJPY,20010206,00:00:00,70.0000,69.2000,70.3000,69.4100
CHFJPY,20010207,00:00:00,69.4100,69.2100,70.6500,70.2600
CHFJPY,20010208,00:00:00,70.2500,69.2200,70.5100,69.8600
CHFJPY,20010209,00:00:00,69.8500,69.5800,71.0700,70.7700
CHFJPY,20010212,00:00:00,70.8900,70.7300,71.4100,71.0600
CHFJPY,20010213,00:00:00,71.0600,69.7300,71.2000,70.0200
CHFJPY,20010214,00:00:00,70.0200,69.3600,70.0800,69.5600
CHFJPY,20010215,00:00:00,69.5600,68.1100,69.7200,68.2600
CHFJPY,20010216,00:00:00,68.2600,67.8400,69.0100,68.9500
CHFJPY,20010219,00:00:00,68.9700,68.8700,69.5800,69.5300
CHFJPY,20010220,00:00:00,69.5300,68.0600,69.7600,68.6300
CHFJPY,20010221,00:00:00,68.6400,68.2500,69.7600,69.1100
CHFJPY,20010222,00:00:00,69.1100,68.4100,69.2600,68.9800
CHFJPY,20010223,00:00:00,68.9800,68.7000,69.5000,69.2000
CHFJPY,20010226,00:00:00,69.1900,68.7600,69.4700,68.9900
CHFJPY,20010227,00:00:00,68.9800,68.7700,69.4600,69.3700
CHFJPY,20010228,00:00:00,69.3700,69.1800,70.3800,70.2900
CHFJPY,20010301,00:00:00,70.2700,70.1500,71.2100,71.0800
CHFJPY,20010302,00:00:00,71.0800,71.0600,72.6200,72.2800
CHFJPY,20010305,00:00:00,72.5400,71.7600,72.6500,71.9700
CHFJPY,20010306,00:00:00,71.9700,71.2700,72.1200,71.9800
CHFJPY,20010307,00:00:00,71.9800,71.9200,72.9800,72.2800
CHFJPY,20010308,00:00:00,72.2900,71.9500,72.7700,72.4900
CHFJPY,20010309,00:00:00,72.4900,72.0500,72.6000,72.3200
CHFJPY,20010312,00:00:00,72.2900,72.1600,73.0400,72.7600
CHFJPY,20010313,00:00:00,72.7600,71.0600,72.7700,71.1200
CHFJPY,20010314,00:00:00,71.1200,70.4200,72.1300,71.6700
CHFJPY,20010315,00:00:00,71.6700,70.9400,71.9700,71.2600
CHFJPY,20010316,00:00:00,71.2600,71.2000,71.9600,71.8100
CHFJPY,20010319,00:00:00,71.8800,71.4200,72.1900,72.0300
CHFJPY,20010320,00:00:00,72.0300,71.8400,72.5200,72.4200
CHFJPY,20010321,00:00:00,72.4200,71.9600,73.2000,72.1600
CHFJPY,20010322,00:00:00,72.1600,71.5400,72.3800,71.7000
CHFJPY,20010323,00:00:00,71.7000,71.1600,71.9400,71.3100
CHFJPY,20010326,00:00:00,71.3100,71.3000,72.0400,71.5400
CHFJPY,20010327,00:00:00,71.5400,70.8300,72.0700,71.1200
CHFJPY,20010328,00:00:00,71.1200,70.2100,71.2600,70.8100
CHFJPY,20010329,00:00:00,70.8100,70.7500,71.6600,71.6300
CHFJPY,20010330,00:00:00,71.6200,71.3300,72.8400,72.4400
CHFJPY,20010402,00:00:00,72.3700,72.1300,73.2600,72.9600
